Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,20003.64431527033,14.22964452141638,0.013373026976175676
solar_pv_sat,1,45113.73305734368,274.76515431404437,0.001561930690698978
solar_btm,1,779721.2754186686,32.11,0.2310009291389269
solar_btm_curt,1,3683.3704248605154,8.12,0.004315230663969951
hydro,1,5234.507882032441,5.999999999247005,0.008299257804871072
battery4,1,5959.122255635548,3.5058689430573575,0.0
battery8,1,210448.5055845436,80.88542316818217,0.0
pumped_hydro,1,2.1344884472351037e6,102.51892471355706,0.0
geothermal,1,5.735706247552296e6,107.20707698625698,0.5089534863817053
